,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.0411680231637814,0.002943236426723222,0.0338737797589635,0.009258666734312354,0.005228850170553698,0.025239621041598836,-0.02935087725534316,-0.06765973782428852,-0.02225476312124208,-0.003150122717372257,-0.010073355063996536,0.003060133791736727,0.002346847771303766,0.00975658916106761,-0.010695604573953445,-0.009630358891590578,-0.04913078927501106,-0.023572054423685762,0.005058021392429384,-0.027289680936225275,0.01985748541494217,-0.0034123685066875823,0.01975526365964916,-0.02888625355066908,0.0048673071987156155,-0.0013335438424853542,-0.07099330143189368,-0.0669781162849268,-0.0042261472298314425,-0.015542545354289991,0.0
2,-0.0440921196816378,0.0035871053547212434,0.024995309896234094,0.018278932659351,0.004835706937385863,0.02140848415421767,-0.02620948588600232,-0.0710443857677873,-0.013713757489137427,-0.002026921881370982,-0.008403514311973686,0.006278033988399235,-0.005181034899145048,0.012369100378912607,-0.004444327760075556,-0.013751033223713257,-0.060690462117951205,-0.02955461553948371,0.008485197347340823,-0.029664432685960185,0.02836502564140708,-0.006451067514545194,0.029077350194637624,-0.038785729951732274,0.0027065536076211418,0.005171404180107504,-0.07187593813298858,-0.050541210749058256,-0.008624085366722137,-0.019594460875943184,0.0
3,-0.03412712083059361,0.0030314124669160196,0.028378388226175916,0.009336446013657079,0.003472299573387773,0.02639481624570288,-0.028878944786819398,-0.0689812504303874,-0.014991003962927315,0.0020414460691541496,-0.014216009716060672,0.0032504530778672404,0.0017874003708584513,0.012982080421876199,-0.004163890976378886,-0.018942450409029955,-0.049589410180564605,-0.029279504733950065,0.0017046206002191318,-0.027987260236389297,0.02323553167495225,-0.00301061855514407,0.012820021337985791,-0.027531270829845488,0.0031354759748666704,-0.003031389965588681,-0.06958916427098523,-0.06365546559240039,-0.0013332587587086124,-0.014901994608852004,0.0
4,-0.04089297760870243,0.003137016477184644,0.02339693790416858,0.017867838070862636,0.004096996783103126,0.014681276695789012,-0.03351676689967605,-0.06520850287176479,-0.013316497599469969,0.008924561997685624,-0.009679105919709923,0.0037761304685707754,-0.001988055271390198,0.013889605893760364,-0.006395749792924512,-0.021519954778171663,-0.05149331629782305,-0.021345992402697158,0.0024441818581374883,-0.029102633026792432,0.02652296728313849,-0.003579340975911888,0.02105477810734818,-0.03368451122527769,0.0019120961099781744,0.003906718426007209,-0.06743457997601862,-0.05819409408607275,-0.004693000712898903,-0.02233497166751558,0.0
5,-0.034362577487879624,0.0024081704413575797,0.022412538818015235,0.014632598555851072,0.0033267127149150194,0.020996944323750096,-0.03322068698995481,-0.07067284908730369,-0.015136697326006874,0.0018688895551925786,-0.010297173375459663,0.003837559790413652,0.00015444930018128876,0.010410923820063898,-0.00868388321730871,-0.016462490497083163,-0.04849449035934842,-0.02392471457862167,0.004111200025393476,-0.029446084304060736,0.026079420486004784,-0.0033305656090563884,0.01587820027324196,-0.030153651123333538,0.0029517220878913517,-0.007471469041238835,-0.06931915586614154,-0.05436415977362724,-0.003458030002391363,-0.014593879864518896,0.0
6,-0.03645898571071103,0.00477467420820236,0.02507951307476481,0.009668034410982875,0.003254322512552087,0.025604454508268894,-0.03216076847820824,-0.07266378384300916,-0.016734950680839075,0.002425324460281711,-0.01513540796072548,0.003949354820161825,0.004875210707699675,0.010129494695596382,-0.0036740587265660066,-0.008547462377481307,-0.0481866702266877,-0.03751413241409785,0.007025359550160257,-0.039975050069259103,0.03215411365755171,-0.007514814464792432,0.014288122685323583,-0.030738603836267638,0.00442176095493863,-0.00445349587657253,-0.06170504132317837,-0.04991717183881395,-0.005100161586578815,-0.021251781879084778,0.0
7,-0.03504396783224722,0.005123301814719731,0.021983678646258303,0.010376519740480417,0.0046164459456087695,0.026415834982009133,-0.023621926342598402,-0.07991315347945657,-0.014486992203237669,0.0015976443631571687,-0.016066781676873896,0.007860131787336713,0.0019393517622451194,0.014239471466497802,-0.009727824857922722,-0.012154351121089913,-0.049353649646646056,-0.02078086933491055,-0.0027386086646914868,-0.017571657280474128,0.025481017504346042,-0.009059779210862252,0.024157534542323434,-0.030963262840904476,0.0037496982800135944,-0.0006087194138012359,-0.06820905606591746,-0.06563155479659324,0.00022082951924419915,-0.02277985761908541,0.0
8,-0.04055467728822259,0.004866521827631849,0.01983024316754694,0.022759770604553812,0.003693310913038669,0.03656871950596046,-0.03214874032960899,-0.07148340773677073,-0.014321611545539365,-0.0013874032955199051,-0.011897540463717177,0.0052388835943626005,0.001115211824476058,0.010282088799451698,-0.008258529614457817,-0.0049639601478881495,-0.052729371635706145,-0.035186748822781395,0.0014983073660553223,-0.03333965820711096,0.029948606805696294,-0.0067881110329747855,0.01478716235693313,-0.03405652966575828,0.004128105451235282,-0.008852002550906651,-0.06920618003654602,-0.05341072317316065,-0.0034967717087421397,-0.019790375404816398,0.0
9,-0.040858900858572106,0.003675660548113536,0.024679117729832455,0.017928080833279774,0.00462253051264607,0.027713623205612034,-0.03784315566542403,-0.07233864339145199,-0.013696672492110552,-0.00043043103609336457,-0.008747906284497191,0.005191813471204562,-0.0007241334202311818,0.009295023627013028,-0.0029521138556479567,-0.014924525016686556,-0.04640515210793653,-0.029583550084408158,-6.453035367664641e-05,-0.035619118734330685,0.02909097068139674,-0.0060516437490757986,0.01947887840213941,-0.035635970629100136,0.003272955805512452,0.001960799023866912,-0.05831938350526595,-0.05681269643529335,-0.004883174797056054,-0.027504134436902933,0.0
