instance,i,j,LIME_Feature_Agreement,LIME_Rank_Agreement,LIME_Sign_Agreement,LIME_Signed_Rank_Agreement,LIME_Cos_Similarity_Ranks,LIME_Cos_Similarity_Weights,LIME_Euclidean_Distance_Weights,LIME_Manhattan_Distance_Weights
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.8,0.3,0.8,0.3,0.9458128078817735,0.9918394277690138,0.032719473009063124,0.10113534982645196
0.0,0.0,2.0,0.8,0.3,0.8,0.3,0.9477832512315271,0.9892248317695402,0.037742193073450093,0.11728171399563184
0.0,0.0,3.0,0.8,0.2,0.7,0.1,0.9369458128078818,0.987017036235185,0.04122898785901139,0.1342135407497474
0.0,0.0,4.0,0.8,0.3,0.7,0.3,0.9674876847290641,0.9874338467454642,0.040712622037169105,0.10864216249088374
0.0,0.0,5.0,0.8,0.3,0.8,0.3,0.961576354679803,0.9901145340442323,0.03645440633542363,0.1095130689030548
0.0,0.0,6.0,0.9,0.3,0.8,0.3,0.9753694581280788,0.9821281263799858,0.04901990476570233,0.14795084776518616
0.0,0.0,7.0,0.8,0.2,0.8,0.2,0.9527093596059113,0.988415309385503,0.03995680817321738,0.11031272009179487
0.0,0.0,8.0,0.8,0.2,0.8,0.2,0.9527093596059113,0.9904503413192358,0.035763665326234984,0.11262231580638464
0.0,0.0,9.0,0.8,0.3,0.7,0.3,0.9605911330049263,0.9865913895971061,0.04311919521473654,0.1323144559480962
0.0,1.0,2.0,0.8,0.2,0.7,0.2,0.9399014778325123,0.9742984324175779,0.057313543039330596,0.18379853500282856
0.0,1.0,3.0,0.7,0.2,0.7,0.2,0.9349753694581282,0.9845414616044489,0.04456554718250844,0.13826383571486442
0.0,1.0,4.0,0.8,0.5,0.8,0.5,0.9596059113300492,0.991345930304257,0.03343486080626689,0.09728028893466996
0.0,1.0,5.0,0.8,0.4,0.7,0.3,0.9379310344827587,0.9819863228649389,0.04804179612356713,0.13858036320377004
0.0,1.0,6.0,0.8,0.2,0.7,0.2,0.9507389162561577,0.9781147869047835,0.05418469212635175,0.16641957455958709
0.0,1.0,7.0,0.8,0.4,0.8,0.4,0.9290640394088671,0.9788053527733473,0.05220828660033026,0.1353426497050556
0.0,1.0,8.0,0.9,0.3,0.9,0.3,0.974384236453202,0.990438150420812,0.03517433545008904,0.09331565544418174
0.0,1.0,9.0,0.8,0.2,0.7,0.2,0.9359605911330049,0.9795443322215164,0.051499950318964524,0.15540369082627387
0.0,2.0,3.0,0.8,0.1,0.6,0.1,0.9418719211822661,0.9750583503512578,0.05616015982370618,0.1661538438508683
0.0,2.0,4.0,0.8,0.3,0.7,0.3,0.9655172413793106,0.9740195128454133,0.05699723209163411,0.15815061243337294
0.0,2.0,5.0,0.8,0.4,0.8,0.4,0.942857142857143,0.9869355670757313,0.04034217648386448,0.12671501231241306
0.0,2.0,6.0,0.7,0.5,0.7,0.5,0.9349753694581281,0.9799850975683396,0.05207405455165568,0.16963061918988442
0.0,2.0,7.0,0.7,0.3,0.6,0.3,0.9310344827586209,0.9861920538872102,0.04149630346881467,0.12376633409686628
0.0,2.0,8.0,0.9,0.1,0.8,0.1,0.9714285714285716,0.9839289287925536,0.044768550284163426,0.118845667413773
0.0,2.0,9.0,0.8,0.2,0.7,0.1,0.9389162561576355,0.9803099183109273,0.04947578990768519,0.13608960848172535
0.0,3.0,4.0,0.9,0.3,0.8,0.3,0.9596059113300492,0.9842451250886283,0.044635057007883394,0.13698660356485398
0.0,3.0,5.0,0.9,0.4,0.7,0.3,0.9694581280788178,0.9800993422271982,0.050095647049992205,0.14866231893012982
0.0,3.0,6.0,0.8,0.2,0.7,0.2,0.9399014778325124,0.9845105676854669,0.04583662797783182,0.13785947957196798
0.0,3.0,7.0,0.8,0.3,0.7,0.3,0.9467980295566503,0.9862748380470032,0.041862309542118385,0.11194618611605611
0.0,3.0,8.0,0.7,0.3,0.6,0.3,0.917241379310345,0.9748036086328122,0.056360955708501095,0.18022499581064974
0.0,3.0,9.0,0.9,0.3,0.8,0.3,0.9477832512315272,0.9848893270365583,0.044049289432029536,0.11912678195872252
0.0,4.0,5.0,0.8,0.5,0.7,0.5,0.9497536945812808,0.9842280438843046,0.044259975115411666,0.12685894562990885
0.0,4.0,6.0,0.7,0.2,0.6,0.2,0.9339901477832513,0.9749085618836252,0.058110301625870754,0.18604493698259433
0.0,4.0,7.0,0.7,0.5,0.7,0.5,0.9280788177339903,0.9827968303202055,0.04614452348606885,0.13122354096274835
0.0,4.0,8.0,0.8,0.2,0.7,0.2,0.9645320197044336,0.9838409506216578,0.044839905446138174,0.12608562492876133
0.0,4.0,9.0,0.8,0.3,0.8,0.3,0.9596059113300494,0.9895143221437227,0.0363325633134401,0.11293033479490998
0.0,5.0,6.0,0.8,0.3,0.6,0.3,0.9793103448275863,0.9674945303496488,0.06595517663244657,0.21179551607915229
0.0,5.0,7.0,0.9,0.7,0.8,0.6,0.9802955665024632,0.9934104319944858,0.028525309832881533,0.08277564787750726
0.0,5.0,8.0,0.8,0.2,0.7,0.2,0.9399014778325124,0.9806287348273802,0.04894194227456781,0.1535681059432457
0.0,5.0,9.0,1.0,0.3,0.9,0.3,0.98128078817734,0.9925997226067158,0.030359934886659348,0.08544452085977268
0.0,6.0,7.0,0.9,0.2,0.7,0.2,0.9783251231527095,0.9809325304085115,0.05173166460598885,0.17084956402754728
0.0,6.0,8.0,0.7,0.2,0.7,0.2,0.9418719211822661,0.9857298083122527,0.044514439578130297,0.1466022031797845
0.0,6.0,9.0,0.8,0.1,0.6,0.1,0.9674876847290642,0.968855155090023,0.06516111578572237,0.2010144700341731
0.0,7.0,8.0,0.7,0.2,0.7,0.2,0.9201970443349754,0.9811078963348574,0.048164232821722795,0.12893534236193696
0.0,7.0,9.0,0.9,0.4,0.8,0.4,0.9556650246305419,0.9934143730115479,0.02804073262626333,0.07795565185167634
0.0,8.0,9.0,0.8,0.4,0.6,0.3,0.9369458128078818,0.9725660781671228,0.05791765216610052,0.17695520828135836
1.0,0.0,1.0,0.9,0.5,0.9,0.5,0.9783251231527095,0.986359471608456,0.032266532572326305,0.09050911170166887
1.0,0.0,2.0,0.9,0.3,0.9,0.3,0.9665024630541872,0.9886392552646491,0.03000998115665384,0.09361502403201025
1.0,0.0,3.0,0.9,0.3,0.9,0.3,0.9832512315270937,0.9938237815057277,0.027612131737543236,0.07340888271035409
1.0,0.0,4.0,0.8,0.3,0.8,0.3,0.9635467980295567,0.9815774464285748,0.036323182748981934,0.11804867329540905
1.0,0.0,5.0,0.8,0.3,0.8,0.3,0.9635467980295566,0.9806880683894024,0.041485039851636235,0.1225420867914476
1.0,0.0,6.0,0.9,0.3,0.9,0.3,0.9704433497536946,0.9781730899071496,0.043220655964367194,0.13122403266051505
1.0,0.0,7.0,0.9,0.4,0.8,0.3,0.9576354679802956,0.9757344229141328,0.04267020545100923,0.1184666424382883
1.0,0.0,8.0,0.8,0.2,0.8,0.2,0.9743842364532019,0.9900549651156026,0.02741379719135354,0.0796629884981601
1.0,0.0,9.0,0.8,0.2,0.8,0.2,0.9802955665024631,0.9742486720805513,0.04509310918088704,0.13232369450800632
1.0,1.0,2.0,0.8,0.3,0.8,0.3,0.9665024630541874,0.982339191842884,0.03685547832381232,0.09927780776308848
1.0,1.0,3.0,0.9,0.5,0.9,0.5,0.9793103448275863,0.9871976027435528,0.033915779461673276,0.0969903726076071
1.0,1.0,4.0,0.9,0.6,0.8,0.5,0.9694581280788178,0.974142514711902,0.04470631154353898,0.11918127820723784
1.0,1.0,5.0,0.8,0.3,0.8,0.3,0.974384236453202,0.992409742537856,0.02629582494242744,0.07324582346782035
1.0,1.0,6.0,0.9,0.4,0.9,0.4,0.9674876847290641,0.9800578053964111,0.040551937432402894,0.12028719412668139
1.0,1.0,7.0,0.8,0.2,0.8,0.2,0.9556650246305418,0.985652927336356,0.03302980701008792,0.10150371922814556
1.0,1.0,8.0,0.9,0.2,0.8,0.2,0.9832512315270937,0.983466124342373,0.035393779268762256,0.08970843530579246
1.0,1.0,9.0,0.9,0.3,0.8,0.3,0.9832512315270937,0.9771862881920811,0.0422672229109403,0.12929549208605695
1.0,2.0,3.0,0.8,0.4,0.8,0.4,0.961576354679803,0.9875662918275327,0.03310901796197669,0.10529966786260789
1.0,2.0,4.0,0.8,0.1,0.8,0.1,0.9330049261083745,0.9801059993855793,0.040346654015641865,0.12475235879966726
1.0,2.0,5.0,0.8,0.4,0.8,0.4,0.9517241379310346,0.9820102185746437,0.0388016580349633,0.12718570258758433
1.0,2.0,6.0,0.8,0.1,0.8,0.1,0.9497536945812808,0.9842637136972315,0.036031961071283085,0.097428790156592
1.0,2.0,7.0,0.8,0.6,0.7,0.5,0.922167487684729,0.9777964889468183,0.04129937673312884,0.13017542314485642
1.0,2.0,8.0,0.9,0.5,0.9,0.5,0.9911330049261083,0.9903009367982855,0.02734572503628043,0.08513275407883945
1.0,2.0,9.0,0.7,0.4,0.7,0.4,0.9448275862068966,0.974363811434687,0.044857536794614315,0.14075491527713968
1.0,3.0,4.0,0.8,0.2,0.8,0.2,0.9714285714285715,0.9866299905869832,0.03945984385555875,0.1267545141622007
